"V1"	"V2"	"complex"	"location_V1"	"location_V2"
"288"	"AP1S1"	"AP1B1"	"AP1 adaptor complex"	"Cytosol"	"Cytosol"
"289"	"AP1S3"	"AP1S1"	"AP1 adaptor complex"	NA	"Cytosol"
"290"	"AP1S1"	"AP1M1"	"AP1 adaptor complex"	"Cytosol"	"Cytosol"
"291"	"AP1S1"	"AP1M2"	"AP1 adaptor complex"	"Cytosol"	"Cytosol"
"292"	"AP1S3"	"AP1B1"	"AP1 adaptor complex"	NA	"Cytosol"
"293"	"AP1M1"	"AP1B1"	"AP1 adaptor complex"	"Cytosol"	"Cytosol"
"294"	"AP1M2"	"AP1B1"	"AP1 adaptor complex"	"Cytosol"	"Cytosol"
"295"	"AP1S3"	"AP1M1"	"AP1 adaptor complex"	NA	"Cytosol"
"296"	"AP1S3"	"AP1M2"	"AP1 adaptor complex"	NA	"Cytosol"
"297"	"AP1M2"	"AP1M1"	"AP1 adaptor complex"	"Cytosol"	"Cytosol"
"298"	"MTA2"	"MBD3"	"Mi-2/NuRD-MTA3 complex"	"Nuclear"	"Nuclear"
"299"	"MTA2"	"BCL6"	"Mi-2/NuRD-MTA3 complex"	"Nuclear"	NA
"300"	"MTA2"	"HDAC1"	"Mi-2/NuRD-MTA3 complex"	"Nuclear"	"Nuclear"
"301"	"MTA3"	"MTA2"	"Mi-2/NuRD-MTA3 complex"	"Nuclear"	"Nuclear"
"302"	"MBD3"	"BCL6"	"Mi-2/NuRD-MTA3 complex"	"Nuclear"	NA
"303"	"MBD3"	"HDAC1"	"Mi-2/NuRD-MTA3 complex"	"Nuclear"	"Nuclear"
"304"	"MTA3"	"MBD3"	"Mi-2/NuRD-MTA3 complex"	"Nuclear"	"Nuclear"
"305"	"HDAC1"	"BCL6"	"Mi-2/NuRD-MTA3 complex"	"Nuclear"	NA
"306"	"MTA3"	"BCL6"	"Mi-2/NuRD-MTA3 complex"	"Nuclear"	NA
"307"	"MTA3"	"HDAC1"	"Mi-2/NuRD-MTA3 complex"	"Nuclear"	"Nuclear"
"308"	"SMARCA5"	"KIF4A"	"DNMT3B complex"	"Nuclear"	"Nuclear"
"309"	"SMC2"	"SMARCA5"	"DNMT3B complex"	"Cytosol"	"Nuclear"
"310"	"SMARCA5"	"HDAC1"	"DNMT3B complex"	"Nuclear"	"Nuclear"
"311"	"SMARCA5"	"SIN3A"	"DNMT3B complex"	"Nuclear"	"Nuclear"
"312"	"SMC4"	"SMARCA5"	"DNMT3B complex"	"Cytosol"	"Nuclear"
"313"	"SMARCA5"	"DNMT3B"	"DNMT3B complex"	"Nuclear"	NA
"314"	"SMC2"	"KIF4A"	"DNMT3B complex"	"Cytosol"	"Nuclear"
"315"	"KIF4A"	"HDAC1"	"DNMT3B complex"	"Nuclear"	"Nuclear"
"316"	"SIN3A"	"KIF4A"	"DNMT3B complex"	"Nuclear"	"Nuclear"
"317"	"SMC4"	"KIF4A"	"DNMT3B complex"	"Cytosol"	"Nuclear"
"318"	"KIF4A"	"DNMT3B"	"DNMT3B complex"	"Nuclear"	NA
"319"	"SMC2"	"HDAC1"	"DNMT3B complex"	"Cytosol"	"Nuclear"
"320"	"SMC2"	"SIN3A"	"DNMT3B complex"	"Cytosol"	"Nuclear"
"321"	"SMC4"	"SMC2"	"DNMT3B complex"	"Cytosol"	"Cytosol"
"322"	"SMC2"	"DNMT3B"	"DNMT3B complex"	"Cytosol"	NA
"323"	"SIN3A"	"HDAC1"	"DNMT3B complex"	"Nuclear"	"Nuclear"
"324"	"SMC4"	"HDAC1"	"DNMT3B complex"	"Cytosol"	"Nuclear"
"325"	"HDAC1"	"DNMT3B"	"DNMT3B complex"	"Nuclear"	NA
"326"	"SMC4"	"SIN3A"	"DNMT3B complex"	"Cytosol"	"Nuclear"
"327"	"SIN3A"	"DNMT3B"	"DNMT3B complex"	"Nuclear"	NA
"328"	"SMC4"	"DNMT3B"	"DNMT3B complex"	"Cytosol"	NA
"329"	"RABEP1"	"RAB5A"	"RAB5-RABAPTIN5\u2013RABEX5 complex"	"Cytosol"	"Secretory"
"330"	"RABGEF1"	"RAB5A"	"RAB5-RABAPTIN5\u2013RABEX5 complex"	NA	"Secretory"
"331"	"RABGEF1"	"RABEP1"	"RAB5-RABAPTIN5\u2013RABEX5 complex"	NA	"Cytosol"
"332"	"SAP30"	"SAP18"	"SIN3 complex"	"Nuclear"	"Nuclear"
"333"	"SAP18"	"RBBP4"	"SIN3 complex"	"Nuclear"	"Nuclear"
"334"	"SAP18"	"HDAC1"	"SIN3 complex"	"Nuclear"	"Nuclear"
"335"	"SAP18"	"RBBP7"	"SIN3 complex"	"Nuclear"	NA
"336"	"SAP18"	"HDAC2"	"SIN3 complex"	"Nuclear"	"Nuclear"
"337"	"SIN3A"	"SAP18"	"SIN3 complex"	"Nuclear"	"Nuclear"
"338"	"SAP30"	"RBBP4"	"SIN3 complex"	"Nuclear"	"Nuclear"
"339"	"SAP30"	"HDAC1"	"SIN3 complex"	"Nuclear"	"Nuclear"
"340"	"SAP30"	"RBBP7"	"SIN3 complex"	"Nuclear"	NA
"341"	"SAP30"	"HDAC2"	"SIN3 complex"	"Nuclear"	"Nuclear"
"342"	"SIN3A"	"SAP30"	"SIN3 complex"	"Nuclear"	"Nuclear"
"343"	"RBBP4"	"HDAC1"	"SIN3 complex"	"Nuclear"	"Nuclear"
"344"	"RBBP7"	"RBBP4"	"SIN3 complex"	NA	"Nuclear"
"345"	"RBBP4"	"HDAC2"	"SIN3 complex"	"Nuclear"	"Nuclear"
"346"	"SIN3A"	"RBBP4"	"SIN3 complex"	"Nuclear"	"Nuclear"
"347"	"RBBP7"	"HDAC1"	"SIN3 complex"	NA	"Nuclear"
"348"	"HDAC2"	"HDAC1"	"SIN3 complex"	"Nuclear"	"Nuclear"
"350"	"RBBP7"	"HDAC2"	"SIN3 complex"	NA	"Nuclear"
"351"	"SIN3A"	"RBBP7"	"SIN3 complex"	"Nuclear"	NA
"352"	"SIN3A"	"HDAC2"	"SIN3 complex"	"Nuclear"	"Nuclear"
"353"	"MAPK3"	"HDAC4"	"HDAC4-ERK1 complex"	"Cytosol"	"Cytosol"
"354"	"MAPK1"	"HDAC4"	"HDAC4-ERK2 complex"	"Cytosol"	"Cytosol"
"358"	"NCOR2"	"HDAC3"	"SMRT complex"	"Nuclear"	"Nuclear"
"361"	"TBL1X"	"NCOR2"	"SMRT complex"	"Nuclear"	"Nuclear"
"363"	"NCOR2"	"GPS2"	"SMRT complex"	"Nuclear"	"Nuclear"
"364"	"TBL1XR1"	"NCOR2"	"SMRT complex"	NA	"Nuclear"
"365"	"AP3D1"	"AP3B1"	"AP3 adaptor complex"	"Cytosol"	"Cytosol"
"366"	"AP3M2"	"AP3B1"	"AP3 adaptor complex"	"Cytosol"	"Cytosol"
"367"	"AP3S2"	"AP3B1"	"AP3 adaptor complex"	NA	"Cytosol"
"368"	"AP3B2"	"AP3B1"	"AP3 adaptor complex"	"Cytosol"	"Cytosol"
"369"	"AP3S1"	"AP3B1"	"AP3 adaptor complex"	"Cytosol"	"Cytosol"
"370"	"AP3M1"	"AP3B1"	"AP3 adaptor complex"	"Cytosol"	"Cytosol"
"371"	"AP3M2"	"AP3D1"	"AP3 adaptor complex"	"Cytosol"	"Cytosol"
"372"	"AP3S2"	"AP3D1"	"AP3 adaptor complex"	NA	"Cytosol"
"373"	"AP3D1"	"AP3B2"	"AP3 adaptor complex"	"Cytosol"	"Cytosol"
"374"	"AP3S1"	"AP3D1"	"AP3 adaptor complex"	"Cytosol"	"Cytosol"
"375"	"AP3M1"	"AP3D1"	"AP3 adaptor complex"	"Cytosol"	"Cytosol"
"376"	"AP3S2"	"AP3M2"	"AP3 adaptor complex"	NA	"Cytosol"
"377"	"AP3M2"	"AP3B2"	"AP3 adaptor complex"	"Cytosol"	"Cytosol"
"378"	"AP3S1"	"AP3M2"	"AP3 adaptor complex"	"Cytosol"	"Cytosol"
"379"	"AP3M2"	"AP3M1"	"AP3 adaptor complex"	"Cytosol"	"Cytosol"
"380"	"AP3S2"	"AP3B2"	"AP3 adaptor complex"	NA	"Cytosol"
"381"	"AP3S2"	"AP3S1"	"AP3 adaptor complex"	NA	"Cytosol"
"382"	"AP3S2"	"AP3M1"	"AP3 adaptor complex"	NA	"Cytosol"
"383"	"AP3S1"	"AP3B2"	"AP3 adaptor complex"	"Cytosol"	"Cytosol"
"384"	"AP3M1"	"AP3B2"	"AP3 adaptor complex"	"Cytosol"	"Cytosol"
"385"	"AP3S1"	"AP3M1"	"AP3 adaptor complex"	"Cytosol"	"Cytosol"
"386"	"STAT2"	"STAT1"	"Interferon-stimulated gene factor 3 transcription complex ISGF3"	"Cytosol"	"Cytosol"
"387"	"STAT1"	"IRF9"	"Interferon-stimulated gene factor 3 transcription complex ISGF3"	"Cytosol"	"Cytosol"
"388"	"STAT2"	"IRF9"	"Interferon-stimulated gene factor 3 transcription complex ISGF3"	"Cytosol"	"Cytosol"
"390"	"RBBP4"	"MTA2"	"Mi2/NuRD complex"	"Nuclear"	"Nuclear"
"392"	"MTA2"	"CHD4"	"Mi2/NuRD complex"	"Nuclear"	"Nuclear"
"393"	"RBBP7"	"MTA2"	"Mi2/NuRD complex"	NA	"Nuclear"
"394"	"MTA2"	"HDAC2"	"Mi2/NuRD complex"	"Nuclear"	"Nuclear"
"395"	"RBBP4"	"MBD3"	"Mi2/NuRD complex"	"Nuclear"	"Nuclear"
"397"	"MBD3"	"CHD4"	"Mi2/NuRD complex"	"Nuclear"	"Nuclear"
"398"	"RBBP7"	"MBD3"	"Mi2/NuRD complex"	NA	"Nuclear"
"399"	"MBD3"	"HDAC2"	"Mi2/NuRD complex"	"Nuclear"	"Nuclear"
"401"	"RBBP4"	"CHD4"	"Mi2/NuRD complex"	"Nuclear"	"Nuclear"
"404"	"HDAC1"	"CHD4"	"Mi2/NuRD complex"	"Nuclear"	"Nuclear"
"407"	"RBBP7"	"CHD4"	"Mi2/NuRD complex"	NA	"Nuclear"
"408"	"HDAC2"	"CHD4"	"Mi2/NuRD complex"	"Nuclear"	"Nuclear"
"416"	"MTA2"	"MBD2"	"MeCP1 complex"	"Nuclear"	"Nuclear"
"422"	"MBD3"	"MBD2"	"MeCP1 complex"	"Nuclear"	"Nuclear"
"427"	"RBBP4"	"MBD2"	"MeCP1 complex"	"Nuclear"	"Nuclear"
"431"	"MBD2"	"HDAC1"	"MeCP1 complex"	"Nuclear"	"Nuclear"
"434"	"MBD2"	"CHD4"	"MeCP1 complex"	"Nuclear"	"Nuclear"
"436"	"RBBP7"	"MBD2"	"MeCP1 complex"	NA	"Nuclear"
"437"	"MBD2"	"HDAC2"	"MeCP1 complex"	"Nuclear"	"Nuclear"
"438"	"MED24"	"MED14"	"TRAP complex"	"Nuclear"	"Nuclear"
"439"	"THRA"	"MED14"	"TRAP complex"	"Nuclear"	"Nuclear"
"440"	"MED14"	"MED1"	"TRAP complex"	"Nuclear"	"Nuclear"
"441"	"MED14"	"MED12"	"TRAP complex"	"Nuclear"	"Nuclear"
"442"	"MED17"	"MED14"	"TRAP complex"	"Nuclear"	"Nuclear"
"443"	"THRAP3"	"MED14"	"TRAP complex"	NA	"Nuclear"
"444"	"MED16"	"MED14"	"TRAP complex"	"Nuclear"	"Nuclear"
"445"	"THRA"	"MED24"	"TRAP complex"	"Nuclear"	"Nuclear"
"446"	"MED24"	"MED1"	"TRAP complex"	"Nuclear"	"Nuclear"
"447"	"MED24"	"MED12"	"TRAP complex"	"Nuclear"	"Nuclear"
"448"	"MED24"	"MED17"	"TRAP complex"	"Nuclear"	"Nuclear"
"449"	"THRAP3"	"MED24"	"TRAP complex"	NA	"Nuclear"
"450"	"MED24"	"MED16"	"TRAP complex"	"Nuclear"	"Nuclear"
"451"	"THRA"	"MED1"	"TRAP complex"	"Nuclear"	"Nuclear"
"452"	"THRA"	"MED12"	"TRAP complex"	"Nuclear"	"Nuclear"
"453"	"THRA"	"MED17"	"TRAP complex"	"Nuclear"	"Nuclear"
"454"	"THRAP3"	"THRA"	"TRAP complex"	NA	"Nuclear"
"455"	"THRA"	"MED16"	"TRAP complex"	"Nuclear"	"Nuclear"
"456"	"MED12"	"MED1"	"TRAP complex"	"Nuclear"	"Nuclear"
"457"	"MED17"	"MED1"	"TRAP complex"	"Nuclear"	"Nuclear"
"458"	"THRAP3"	"MED1"	"TRAP complex"	NA	"Nuclear"
"459"	"MED16"	"MED1"	"TRAP complex"	"Nuclear"	"Nuclear"
"460"	"MED17"	"MED12"	"TRAP complex"	"Nuclear"	"Nuclear"
"461"	"THRAP3"	"MED12"	"TRAP complex"	NA	"Nuclear"
"462"	"MED16"	"MED12"	"TRAP complex"	"Nuclear"	"Nuclear"
"463"	"THRAP3"	"MED17"	"TRAP complex"	NA	"Nuclear"
"464"	"MED17"	"MED16"	"TRAP complex"	"Nuclear"	"Nuclear"
"465"	"THRAP3"	"MED16"	"TRAP complex"	NA	"Nuclear"
"466"	"AP4M1"	"AP4E1"	"AP4 adaptor complex"	"Cytosol"	"Cytosol"
"467"	"AP4S1"	"AP4M1"	"AP4 adaptor complex"	"Cytosol"	"Cytosol"
"468"	"AP4M1"	"AP4B1"	"AP4 adaptor complex"	"Cytosol"	"Cytosol"
"469"	"AP4S1"	"AP4E1"	"AP4 adaptor complex"	"Cytosol"	"Cytosol"
"470"	"AP4E1"	"AP4B1"	"AP4 adaptor complex"	"Cytosol"	"Cytosol"
"471"	"AP4S1"	"AP4B1"	"AP4 adaptor complex"	"Cytosol"	"Cytosol"
"472"	"TRPC1"	"ITPR3"	"HOMER3-IP3R-TRPC1 complex"	"Nuclear"	"Secretory"
"473"	"TRPC1"	"HOMER3"	"HOMER3-IP3R-TRPC1 complex"	"Nuclear"	"Cytosol"
"474"	"ITPR3"	"HOMER3"	"HOMER3-IP3R-TRPC1 complex"	"Secretory"	"Cytosol"
"475"	"SKP1"	"RBX1"	"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)"	"Cytosol"	"Cytosol"
"476"	"SKP2"	"RBX1"	"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)"	"Nuclear"	"Cytosol"
"477"	"RBX1"	"CUL1"	"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)"	"Cytosol"	"Cytosol"
"478"	"SKP2"	"SKP1"	"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)"	"Nuclear"	"Cytosol"
"479"	"SKP1"	"CUL1"	"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)"	"Cytosol"	"Cytosol"
"480"	"SKP2"	"CUL1"	"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)"	"Nuclear"	"Cytosol"
"482"	"RBX1"	"CUL7"	"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)"	"Cytosol"	"Cytosol"
"483"	"RBX1"	"FBXW8"	"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)"	"Cytosol"	"Cytosol"
"484"	"SKP1"	"CUL7"	"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)"	"Cytosol"	"Cytosol"
"485"	"SKP1"	"FBXW8"	"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)"	"Cytosol"	"Cytosol"
"486"	"FBXW8"	"CUL7"	"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)"	"Cytosol"	"Cytosol"
"487"	"SMARCA4"	"ARID1A"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"488"	"ARID1A"	"ACTB"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"489"	"SMARCB1"	"ARID1A"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"490"	"CARM1"	"ARID1A"	"NUMAC complex (nucleosomal methylation activator complex)"	"Cytosol"	"Nuclear"
"491"	"SMARCC2"	"ARID1A"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"492"	"SMARCC1"	"ARID1A"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"493"	"SMARCE1"	"ARID1A"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"494"	"SMARCD1"	"ARID1A"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"495"	"SCYL1"	"ARID1A"	"NUMAC complex (nucleosomal methylation activator complex)"	"Cytosol"	"Nuclear"
"496"	"SMARCA4"	"ACTB"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"497"	"SMARCB1"	"SMARCA4"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"498"	"SMARCA4"	"CARM1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"499"	"SMARCC2"	"SMARCA4"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"500"	"SMARCC1"	"SMARCA4"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"501"	"SMARCE1"	"SMARCA4"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"502"	"SMARCD1"	"SMARCA4"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"503"	"SMARCA4"	"SCYL1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"504"	"SMARCB1"	"ACTB"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"505"	"CARM1"	"ACTB"	"NUMAC complex (nucleosomal methylation activator complex)"	"Cytosol"	"Cytosol"
"506"	"SMARCC2"	"ACTB"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"507"	"SMARCC1"	"ACTB"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"508"	"SMARCE1"	"ACTB"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"509"	"SMARCD1"	"ACTB"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"510"	"SCYL1"	"ACTB"	"NUMAC complex (nucleosomal methylation activator complex)"	"Cytosol"	"Cytosol"
"511"	"SMARCB1"	"CARM1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"512"	"SMARCC2"	"SMARCB1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"513"	"SMARCC1"	"SMARCB1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"514"	"SMARCE1"	"SMARCB1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"515"	"SMARCD1"	"SMARCB1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"516"	"SMARCB1"	"SCYL1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"517"	"SMARCC2"	"CARM1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"518"	"SMARCC1"	"CARM1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"519"	"SMARCE1"	"CARM1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"520"	"SMARCD1"	"CARM1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"521"	"SCYL1"	"CARM1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Cytosol"	"Cytosol"
"522"	"SMARCC2"	"SMARCC1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"523"	"SMARCE1"	"SMARCC2"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"524"	"SMARCD1"	"SMARCC2"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"525"	"SMARCC2"	"SCYL1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"526"	"SMARCE1"	"SMARCC1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"527"	"SMARCD1"	"SMARCC1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"528"	"SMARCC1"	"SCYL1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"529"	"SMARCE1"	"SMARCD1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Nuclear"
"530"	"SMARCE1"	"SCYL1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"531"	"SMARCD1"	"SCYL1"	"NUMAC complex (nucleosomal methylation activator complex)"	"Nuclear"	"Cytosol"
"532"	"SEC13"	"NUP98"	"Nup 107-160 subcomplex"	"Cytosol"	"Nuclear"
"533"	"NUP98"	"NUP107"	"Nup 107-160 subcomplex"	"Nuclear"	"Nuclear"
"534"	"NUP98"	"NUP160"	"Nup 107-160 subcomplex"	"Nuclear"	"Nuclear"
"535"	"NUP98"	"NUP43"	"Nup 107-160 subcomplex"	"Nuclear"	NA
"536"	"NUP98"	"NUP37"	"Nup 107-160 subcomplex"	"Nuclear"	NA
"537"	"NUP98"	"NUP133"	"Nup 107-160 subcomplex"	"Nuclear"	"Nuclear"
"538"	"SEH1L"	"NUP98"	"Nup 107-160 subcomplex"	"Nuclear"	"Nuclear"
"539"	"NUP98"	"NUP85"	"Nup 107-160 subcomplex"	"Nuclear"	"Nuclear"
"540"	"SEC13"	"NUP107"	"Nup 107-160 subcomplex"	"Cytosol"	"Nuclear"
"541"	"SEC13"	"NUP160"	"Nup 107-160 subcomplex"	"Cytosol"	"Nuclear"
"542"	"SEC13"	"NUP43"	"Nup 107-160 subcomplex"	"Cytosol"	NA
"543"	"SEC13"	"NUP37"	"Nup 107-160 subcomplex"	"Cytosol"	NA
"544"	"SEC13"	"NUP133"	"Nup 107-160 subcomplex"	"Cytosol"	"Nuclear"
"545"	"SEH1L"	"SEC13"	"Nup 107-160 subcomplex"	"Nuclear"	"Cytosol"
"546"	"SEC13"	"NUP85"	"Nup 107-160 subcomplex"	"Cytosol"	"Nuclear"
"547"	"NUP160"	"NUP107"	"Nup 107-160 subcomplex"	"Nuclear"	"Nuclear"
"548"	"NUP43"	"NUP107"	"Nup 107-160 subcomplex"	NA	"Nuclear"
"549"	"NUP37"	"NUP107"	"Nup 107-160 subcomplex"	NA	"Nuclear"
"550"	"NUP133"	"NUP107"	"Nup 107-160 subcomplex"	"Nuclear"	"Nuclear"
"551"	"SEH1L"	"NUP107"	"Nup 107-160 subcomplex"	"Nuclear"	"Nuclear"
"552"	"NUP85"	"NUP107"	"Nup 107-160 subcomplex"	"Nuclear"	"Nuclear"
"553"	"NUP43"	"NUP160"	"Nup 107-160 subcomplex"	NA	"Nuclear"
"554"	"NUP37"	"NUP160"	"Nup 107-160 subcomplex"	NA	"Nuclear"
"555"	"NUP160"	"NUP133"	"Nup 107-160 subcomplex"	"Nuclear"	"Nuclear"
"556"	"SEH1L"	"NUP160"	"Nup 107-160 subcomplex"	"Nuclear"	"Nuclear"
"557"	"NUP85"	"NUP160"	"Nup 107-160 subcomplex"	"Nuclear"	"Nuclear"
"558"	"NUP43"	"NUP37"	"Nup 107-160 subcomplex"	NA	NA
"559"	"NUP43"	"NUP133"	"Nup 107-160 subcomplex"	NA	"Nuclear"
"560"	"SEH1L"	"NUP43"	"Nup 107-160 subcomplex"	"Nuclear"	NA
"561"	"NUP85"	"NUP43"	"Nup 107-160 subcomplex"	"Nuclear"	NA
"562"	"NUP37"	"NUP133"	"Nup 107-160 subcomplex"	NA	"Nuclear"
"563"	"SEH1L"	"NUP37"	"Nup 107-160 subcomplex"	"Nuclear"	NA
"564"	"NUP85"	"NUP37"	"Nup 107-160 subcomplex"	"Nuclear"	NA
"565"	"SEH1L"	"NUP133"	"Nup 107-160 subcomplex"	"Nuclear"	"Nuclear"
"566"	"NUP85"	"NUP133"	"Nup 107-160 subcomplex"	"Nuclear"	"Nuclear"
"567"	"SEH1L"	"NUP85"	"Nup 107-160 subcomplex"	"Nuclear"	"Nuclear"
"568"	"FANCG"	"FANCA"	"FA complex (Fanconi anemia complex), cytoplasmic"	"Cytosol"	"Cytosol"
"569"	"FANCG"	"FANCC"	"FA complex (Fanconi anemia complex), cytoplasmic"	"Cytosol"	"Cytosol"
"570"	"FANCG"	"FANCF"	"FA complex (Fanconi anemia complex), cytoplasmic"	"Cytosol"	NA
"571"	"FANCC"	"FANCA"	"FA complex (Fanconi anemia complex), cytoplasmic"	"Cytosol"	"Cytosol"
"572"	"FANCF"	"FANCA"	"FA complex (Fanconi anemia complex), cytoplasmic"	NA	"Cytosol"
"573"	"FANCF"	"FANCC"	"FA complex (Fanconi anemia complex), cytoplasmic"	NA	"Cytosol"
"574"	"NCL"	"CD28"	"CD28-transactivation complex"	"Nuclear"	NA
"575"	"CDC27"	"CDC16"	"Anaphase-promoting complex"	NA	NA
"576"	"CDC27"	"ANAPC1"	"Anaphase-promoting complex"	NA	"Cytosol"
"577"	"CDC27"	"CDC23"	"Anaphase-promoting complex"	NA	NA
"578"	"CDC27"	"ANAPC7"	"Anaphase-promoting complex"	NA	NA
"579"	"CDC27"	"ANAPC5"	"Anaphase-promoting complex"	NA	"Cytosol"
"580"	"CDC27"	"ANAPC4"	"Anaphase-promoting complex"	NA	NA
"581"	"CDC27"	"ANAPC2"	"Anaphase-promoting complex"	NA	NA
"582"	"CDC16"	"ANAPC1"	"Anaphase-promoting complex"	NA	"Cytosol"
"583"	"CDC23"	"CDC16"	"Anaphase-promoting complex"	NA	NA
"584"	"CDC16"	"ANAPC7"	"Anaphase-promoting complex"	NA	NA
"585"	"CDC16"	"ANAPC5"	"Anaphase-promoting complex"	NA	"Cytosol"
"586"	"CDC16"	"ANAPC4"	"Anaphase-promoting complex"	NA	NA
"587"	"CDC16"	"ANAPC2"	"Anaphase-promoting complex"	NA	NA
"588"	"CDC23"	"ANAPC1"	"Anaphase-promoting complex"	NA	"Cytosol"
"589"	"ANAPC7"	"ANAPC1"	"Anaphase-promoting complex"	NA	"Cytosol"
"590"	"ANAPC5"	"ANAPC1"	"Anaphase-promoting complex"	"Cytosol"	"Cytosol"
"591"	"ANAPC4"	"ANAPC1"	"Anaphase-promoting complex"	NA	"Cytosol"
"592"	"ANAPC2"	"ANAPC1"	"Anaphase-promoting complex"	NA	"Cytosol"
"593"	"CDC23"	"ANAPC7"	"Anaphase-promoting complex"	NA	NA
"594"	"CDC23"	"ANAPC5"	"Anaphase-promoting complex"	NA	"Cytosol"
"595"	"CDC23"	"ANAPC4"	"Anaphase-promoting complex"	NA	NA
"596"	"CDC23"	"ANAPC2"	"Anaphase-promoting complex"	NA	NA
"597"	"ANAPC7"	"ANAPC5"	"Anaphase-promoting complex"	NA	"Cytosol"
"598"	"ANAPC7"	"ANAPC4"	"Anaphase-promoting complex"	NA	NA
"599"	"ANAPC7"	"ANAPC2"	"Anaphase-promoting complex"	NA	NA
"600"	"ANAPC5"	"ANAPC4"	"Anaphase-promoting complex"	"Cytosol"	NA
"601"	"ANAPC5"	"ANAPC2"	"Anaphase-promoting complex"	"Cytosol"	NA
"602"	"ANAPC4"	"ANAPC2"	"Anaphase-promoting complex"	NA	NA
"603"	"XRCC6"	"XRCC5"	"Ku antigen-NARG1 complex"	"Nuclear"	"Nuclear"
"604"	"XRCC6"	"NAA15"	"Ku antigen-NARG1 complex"	"Nuclear"	"Cytosol"
