"protein1"	"protein2"	"combined_score"	"gene1"	"gene2"
"538640"	"9606.ENSP00000319781"	"9606.ENSP00000480332"	557	"TRAPPC3"	"RAB43"
"538667"	"9606.ENSP00000319781"	"9606.ENSP00000457728"	479	"TRAPPC2L"	"RAB43"
"538677"	"9606.ENSP00000319781"	"9606.ENSP00000470262"	576	"TRAPPC5"	"RAB43"
"538681"	"9606.ENSP00000319781"	"9606.ENSP00000382341"	550	"RABGGTA"	"RAB43"
"538682"	"9606.ENSP00000319781"	"9606.ENSP00000330289"	528	"TRAPPC6B"	"RAB43"
"538689"	"9606.ENSP00000319781"	"9606.ENSP00000355511"	557	"RAB43"	"CHML"
"538695"	"9606.ENSP00000319788"	"9606.ENSP00000364802"	429	"NQO1"	"HSPA1A"
"538717"	"9606.ENSP00000319788"	"9606.ENSP00000364801"	428	"NQO1"	"HSPA1B"
"538721"	"9606.ENSP00000319788"	"9606.ENSP00000367545"	550	"TP73"	"NQO1"
"538725"	"9606.ENSP00000319788"	"9606.ENSP00000443965"	469	"NQO1"	"ADK"
"538727"	"9606.ENSP00000319788"	"9606.ENSP00000337060"	480	"NQO1"	"NME1"
"538738"	"9606.ENSP00000319788"	"9606.ENSP00000437955"	729	"NQO1"	"HIF1A"
"538740"	"9606.ENSP00000319788"	"9606.ENSP00000496415"	414	"NQO1"	"FOXF2"
"538773"	"9606.ENSP00000319799"	"9606.ENSP00000355657"	923	"H3-4"	"H1-8"
"538782"	"9606.ENSP00000319799"	"9606.ENSP00000341214"	636	"H1-8"	"H1-6"
"538818"	"9606.ENSP00000319814"	"9606.ENSP00000389160"	629	"PCK1"	"NDUFA11"
"538830"	"9606.ENSP00000319814"	"9606.ENSP00000429084"	798	"UBR5"	"PCK1"
"538899"	"9606.ENSP00000319817"	"9606.ENSP00000428603"	610	"PCDHGB6"	"OPA3"
"538930"	"9606.ENSP00000319829"	"9606.ENSP00000357597"	407	"ZNF687"	"TSPYL1"
"538931"	"9606.ENSP00000319829"	"9606.ENSP00000410042"	420	"ZNF687"	"BRD1"
"538933"	"9606.ENSP00000319829"	"9606.ENSP00000327889"	734	"ZNF687"	"INTS5"
"538934"	"9606.ENSP00000319829"	"9606.ENSP00000350267"	420	"ZNF687"	"BRPF3"
"538943"	"9606.ENSP00000319829"	"9606.ENSP00000385722"	734	"ZNF687"	"INTS1"
"538945"	"9606.ENSP00000319829"	"9606.ENSP00000384899"	591	"ZNF687"	"GATAD2A"
"538953"	"9606.ENSP00000319829"	"9606.ENSP00000323687"	680	"ZNF687"	"UBE2O"
"538954"	"9606.ENSP00000319829"	"9606.ENSP00000378702"	420	"ZNF687"	"BRD2"
"538964"	"9606.ENSP00000319829"	"9606.ENSP00000439800"	833	"ZNF687"	"ZMYND8"
"538973"	"9606.ENSP00000319829"	"9606.ENSP00000452877"	881	"ZNF687"	"ZNF592"
"538974"	"9606.ENSP00000319829"	"9606.ENSP00000364591"	647	"ZNF687"	"TSPYL2"
"538978"	"9606.ENSP00000319829"	"9606.ENSP00000362649"	474	"ZNF687"	"HDAC1"
"538986"	"9606.ENSP00000319829"	"9606.ENSP00000364550"	412	"ZNF687"	"KDM5C"
"538994"	"9606.ENSP00000319829"	"9606.ENSP00000498603"	593	"ZNF687"	"WDR26"
"539004"	"9606.ENSP00000319831"	"9606.ENSP00000330148"	403	"GRID1"	"DEF6"
"539015"	"9606.ENSP00000319831"	"9606.ENSP00000370343"	461	"IRF4"	"DEF6"
"539023"	"9606.ENSP00000319831"	"9606.ENSP00000353518"	403	"DEF6"	"ANKS1A"
"539024"	"9606.ENSP00000319831"	"9606.ENSP00000343412"	601	"DEF6"	"BABAM2"
"539027"	"9606.ENSP00000319831"	"9606.ENSP00000352408"	601	"DEF6"	"BABAM1"
"539036"	"9606.ENSP00000319831"	"9606.ENSP00000358474"	654	"DEF6"	"BRCC3"
"539042"	"9606.ENSP00000319846"	"9606.ENSP00000479586"	800	"SLURP2"	"LYNX1-SLURP2"
"539052"	"9606.ENSP00000319851"	"9606.ENSP00000347915"	444	"TTC30A"	"CHDH"
"539053"	"9606.ENSP00000319851"	"9606.ENSP00000386181"	444	"TTC30B"	"CHDH"
"539059"	"9606.ENSP00000319851"	"9606.ENSP00000362121"	599	"IFT52"	"CHDH"
"539063"	"9606.ENSP00000319851"	"9606.ENSP00000374455"	746	"SQSTM1"	"CHDH"
"539077"	"9606.ENSP00000319883"	"9606.ENSP00000356030"	988	"CD55"	"ADGRE2"
"539087"	"9606.ENSP00000319883"	"9606.ENSP00000363553"	948	"LPAR1"	"ADGRE2"
"539100"	"9606.ENSP00000319914"	"9606.ENSP00000478962"	436	"TCIM"	"CBY1"
"539553"	"9606.ENSP00000319918"	"9606.ENSP00000477713"	508	"LCK"	"ITFG1"
"539607"	"9606.ENSP00000319974"	"9606.ENSP00000336741"	619	"DHX15"	"BBX"
"539660"	"9606.ENSP00000319992"	"9606.ENSP00000362268"	596	"TMEM11"	"APOOL"
"539676"	"9606.ENSP00000319992"	"9606.ENSP00000357360"	499	"TMEM11"	"MTX1"
"539679"	"9606.ENSP00000319992"	"9606.ENSP00000366800"	800	"TMEM11"	"DNAJC11"
"539692"	"9606.ENSP00000319992"	"9606.ENSP00000468723"	499	"TMEM11"	"MICOS13"
"539693"	"9606.ENSP00000319992"	"9606.ENSP00000325562"	499	"TMEM11"	"MICOS10"
"539697"	"9606.ENSP00000319992"	"9606.ENSP00000389297"	499	"TMEM11"	"CHCHD3"
"539698"	"9606.ENSP00000319992"	"9606.ENSP00000357625"	564	"TMEM11"	"BNIP3"
"539699"	"9606.ENSP00000319992"	"9606.ENSP00000368528"	499	"TMEM11"	"APOO"
"539703"	"9606.ENSP00000319992"	"9606.ENSP00000370003"	483	"TMEM11"	"BNIP3L"
"539706"	"9606.ENSP00000319992"	"9606.ENSP00000345445"	499	"TMEM11"	"SAMM50"
"539710"	"9606.ENSP00000319992"	"9606.ENSP00000387262"	660	"TMEM11"	"IMMT"
"539713"	"9606.ENSP00000320006"	"9606.ENSP00000357005"	639	"MPDZ"	"F11R"
"539718"	"9606.ENSP00000320006"	"9606.ENSP00000366233"	662	"MPDZ"	"GABBR1"
"539723"	"9606.ENSP00000320006"	"9606.ENSP00000437737"	503	"MPDZ"	"HTR2A"
"539746"	"9606.ENSP00000320006"	"9606.ENSP00000387739"	959	"MPDZ"	"AMOTL1"
"539751"	"9606.ENSP00000320006"	"9606.ENSP00000347379"	807	"OCLN"	"MPDZ"
"539761"	"9606.ENSP00000320006"	"9606.ENSP00000357986"	457	"PLEKHA1"	"MPDZ"
"539764"	"9606.ENSP00000320006"	"9606.ENSP00000480971"	665	"SSTR3"	"MPDZ"
"539765"	"9606.ENSP00000320006"	"9606.ENSP00000438262"	741	"TJP2"	"MPDZ"
"539766"	"9606.ENSP00000320006"	"9606.ENSP00000493074"	531	"OR2AG1"	"MPDZ"
"539769"	"9606.ENSP00000320006"	"9606.ENSP00000427772"	416	"WWC1"	"MPDZ"
"539785"	"9606.ENSP00000320006"	"9606.ENSP00000373169"	486	"MPDZ"	"DRD3"
"539791"	"9606.ENSP00000320006"	"9606.ENSP00000482228"	457	"PLEKHA2"	"MPDZ"
"539799"	"9606.ENSP00000320006"	"9606.ENSP00000363921"	491	"PARD3"	"MPDZ"
"539803"	"9606.ENSP00000320006"	"9606.ENSP00000494277"	833	"PATJ"	"MPDZ"
"539809"	"9606.ENSP00000320006"	"9606.ENSP00000478927"	457	"YAP1"	"MPDZ"
"539810"	"9606.ENSP00000320006"	"9606.ENSP00000465419"	798	"TJP3"	"MPDZ"
"539811"	"9606.ENSP00000320006"	"9606.ENSP00000348416"	777	"TJP1"	"MPDZ"
"539814"	"9606.ENSP00000320006"	"9606.ENSP00000424765"	918	"MPDZ"	"AMOTL2"
"539823"	"9606.ENSP00000320006"	"9606.ENSP00000323264"	515	"MPDZ"	"MARVELD2"
"539824"	"9606.ENSP00000320006"	"9606.ENSP00000447488"	571	"MPDZ"	"LIN7A"
"539828"	"9606.ENSP00000320006"	"9606.ENSP00000353475"	414	"MPDZ"	"CLDN7"
"539835"	"9606.ENSP00000320006"	"9606.ENSP00000361027"	988	"MPDZ"	"AMOT"
"539842"	"9606.ENSP00000320017"	"9606.ENSP00000378803"	534	"PHYHIP"	"PAQR5"
"539845"	"9606.ENSP00000320017"	"9606.ENSP00000324020"	472	"PHYHIP"	"KIF15"
"539854"	"9606.ENSP00000320025"	"9606.ENSP00000342637"	540	"PDE4B"	"CACNB2"
"539855"	"9606.ENSP00000320025"	"9606.ENSP00000432459"	720	"TMEM262"	"CACNB2"
"539857"	"9606.ENSP00000320025"	"9606.ENSP00000365441"	857	"CACNB2"	"CACNA1F"
"539858"	"9606.ENSP00000320025"	"9606.ENSP00000355492"	720	"CATSPERE"	"CACNB2"
"539859"	"9606.ENSP00000320025"	"9606.ENSP00000383003"	720	"FKBP1A"	"CACNB2"
"539865"	"9606.ENSP00000320025"	"9606.ENSP00000386962"	720	"CATSPERG"	"CACNB2"
"539869"	"9606.ENSP00000320025"	"9606.ENSP00000334198"	720	"CACNB2"	"CACNA1H"
"539873"	"9606.ENSP00000320025"	"9606.ENSP00000372169"	762	"CACNB2"	"CACNA2D4"
"539874"	"9606.ENSP00000320025"	"9606.ENSP00000360423"	690	"CACNB2"	"CACNA1B"
"539879"	"9606.ENSP00000320025"	"9606.ENSP00000480132"	499	"NCAM1"	"CACNB2"
"539880"	"9606.ENSP00000320025"	"9606.ENSP00000438949"	871	"CACNB4"	"CACNB2"
"539882"	"9606.ENSP00000320025"	"9606.ENSP00000381247"	720	"EFCAB9"	"CACNB2"
"539883"	"9606.ENSP00000320025"	"9606.ENSP00000378199"	720	"HSPA2"	"CACNB2"
"539885"	"9606.ENSP00000320025"	"9606.ENSP00000454468"	720	"TMEM249"	"CACNB2"
"539887"	"9606.ENSP00000320025"	"9606.ENSP00000418081"	955	"CACNB2"	"CACNA2D2"
"539889"	"9606.ENSP00000320025"	"9606.ENSP00000390423"	720	"CATSPER4"	"CACNB2"
"539891"	"9606.ENSP00000320025"	"9606.ENSP00000377840"	888	"CACNB2"	"CACNB1"
"539893"	"9606.ENSP00000320025"	"9606.ENSP00000419101"	782	"CACNB2"	"CACNA2D3"
"539894"	"9606.ENSP00000320025"	"9606.ENSP00000352608"	720	"RYR1"	"CACNB2"
"539895"	"9606.ENSP00000320025"	"9606.ENSP00000329200"	720	"STAC3"	"CACNB2"
"539896"	"9606.ENSP00000320025"	"9606.ENSP00000345502"	540	"PDE4D"	"CACNB2"
"539898"	"9606.ENSP00000320025"	"9606.ENSP00000491717"	720	"CATSPERZ"	"CACNB2"
"539900"	"9606.ENSP00000320025"	"9606.ENSP00000371180"	749	"CATSPER2"	"CACNB2"
"539901"	"9606.ENSP00000320025"	"9606.ENSP00000489829"	783	"CACNB2"	"CACNA1A"
"539903"	"9606.ENSP00000320025"	"9606.ENSP00000355192"	934	"CACNB2"	"CACNA1S"
"539905"	"9606.ENSP00000320025"	"9606.ENSP00000356545"	592	"CACNB2"	"CACNA1E"
"539906"	"9606.ENSP00000320025"	"9606.ENSP00000352011"	540	"CACNB2"	"CACNA1G"
"539909"	"9606.ENSP00000320025"	"9606.ENSP00000375647"	720	"CACNG7"	"CACNB2"
"539910"	"9606.ENSP00000320025"	"9606.ENSP00000349320"	915	"CACNB2"	"CACNA2D1"
"539913"	"9606.ENSP00000320025"	"9606.ENSP00000371037"	720	"CATSPERD"	"CACNB2"
"539915"	"9606.ENSP00000320025"	"9606.ENSP00000385019"	585	"CACNB2"	"CACNA1I"
"539917"	"9606.ENSP00000320038"	"9606.ENSP00000362702"	514	"NEK6"	"ARHGAP33"
"539927"	"9606.ENSP00000320043"	"9606.ENSP00000330442"	900	"PLB1"	"LYPLA1"
"539930"	"9606.ENSP00000320043"	"9606.ENSP00000427985"	483	"LYPLA1"	"DPYSL2"
"539932"	"9606.ENSP00000320043"	"9606.ENSP00000414904"	465	"LYPLA1"	"CTSO"
"539933"	"9606.ENSP00000320043"	"9606.ENSP00000407509"	900	"PNPLA6"	"LYPLA1"
"539945"	"9606.ENSP00000320043"	"9606.ENSP00000384610"	900	"PNPLA7"	"LYPLA1"
"539976"	"9606.ENSP00000320081"	"9606.ENSP00000402346"	900	"DIPK2A"	"COPG2"
"539992"	"9606.ENSP00000320081"	"9606.ENSP00000480707"	900	"DIPK2A"	"COPZ2"
"539998"	"9606.ENSP00000320081"	"9606.ENSP00000325002"	720	"DIPK2A"	"COPG1"
"540011"	"9606.ENSP00000320081"	"9606.ENSP00000329419"	900	"DIPK2A"	"COPB2"
"540021"	"9606.ENSP00000320081"	"9606.ENSP00000449270"	900	"DIPK2A"	"COPZ1"
"540026"	"9606.ENSP00000320081"	"9606.ENSP00000405926"	900	"TMED7"	"DIPK2A"
"540033"	"9606.ENSP00000320081"	"9606.ENSP00000469035"	720	"DIPK2A"	"COPE"
"540035"	"9606.ENSP00000320081"	"9606.ENSP00000357048"	900	"DIPK2A"	"COPA"
"540047"	"9606.ENSP00000320084"	"9606.ENSP00000497102"	880	"CTLA4"	"CD276"
"540051"	"9606.ENSP00000320084"	"9606.ENSP00000478699"	679	"TNFRSF9"	"CD276"
"540054"	"9606.ENSP00000320084"	"9606.ENSP00000368538"	426	"TNFRSF4"	"CD276"
"540063"	"9606.ENSP00000320084"	"9606.ENSP00000339477"	752	"ICOSLG"	"CD276"
"540065"	"9606.ENSP00000320084"	"9606.ENSP00000402060"	450	"PVR"	"CD276"
"540067"	"9606.ENSP00000320084"	"9606.ENSP00000324890"	978	"CD28"	"CD276"
"540077"	"9606.ENSP00000320084"	"9606.ENSP00000418767"	894	"TREML2"	"CD276"
"540082"	"9606.ENSP00000320084"	"9606.ENSP00000359663"	738	"CD40LG"	"CD276"
"540085"	"9606.ENSP00000320084"	"9606.ENSP00000332049"	981	"CD86"	"CD276"
"540091"	"9606.ENSP00000320084"	"9606.ENSP00000485129"	823	"LOC102723996"	"CD276"
"540103"	"9606.ENSP00000320092"	"9606.ENSP00000373905"	906	"SH3GL3"	"DNM2"
"540104"	"9606.ENSP00000320092"	"9606.ENSP00000478771"	499	"UBB"	"SH3GL3"
"540105"	"9606.ENSP00000320092"	"9606.ENSP00000354732"	610	"SH3GL3"	"PRR5-ARHGAP8"
"540106"	"9606.ENSP00000320092"	"9606.ENSP00000355865"	443	"SH3GL3"	"PRKN"
"540118"	"9606.ENSP00000320092"	"9606.ENSP00000470176"	499	"SH3GL3"	"AP2S1"
"540119"	"9606.ENSP00000320092"	"9606.ENSP00000406209"	499	"SH3GL3"	"EPN1"
"540124"	"9606.ENSP00000320092"	"9606.ENSP00000403362"	499	"SH3GL3"	"AP2M1"
"540127"	"9606.ENSP00000320092"	"9606.ENSP00000366306"	499	"SPRY2"	"SH3GL3"
"540130"	"9606.ENSP00000320092"	"9606.ENSP00000446576"	656	"SH3GL3"	"ATXN2"
"540132"	"9606.ENSP00000320092"	"9606.ENSP00000349022"	955	"SH3GL3"	"ARC"
"540133"	"9606.ENSP00000320092"	"9606.ENSP00000339824"	650	"SH3GL3"	"FGFR3"
"540134"	"9606.ENSP00000320092"	"9606.ENSP00000360798"	504	"SH3GL3"	"EPS15"
"540135"	"9606.ENSP00000320092"	"9606.ENSP00000494162"	811	"SH3GL3"	"CBLC"
"540140"	"9606.ENSP00000320092"	"9606.ENSP00000327694"	499	"SH3GL3"	"AP2A2"
"540141"	"9606.ENSP00000320092"	"9606.ENSP00000369981"	833	"SH3GL3"	"SH3GL2"
"540151"	"9606.ENSP00000320092"	"9606.ENSP00000331201"	499	"SH3GL3"	"HGS"
"540154"	"9606.ENSP00000320092"	"9606.ENSP00000347457"	448	"SH3GL3"	"DNM3"
"540156"	"9606.ENSP00000320092"	"9606.ENSP00000499037"	800	"SH3GL3"	"CBLB"
"540158"	"9606.ENSP00000320092"	"9606.ENSP00000393313"	499	"SH3GL3"	"EPS15L1"
"540159"	"9606.ENSP00000320092"	"9606.ENSP00000379097"	499	"SH3GL3"	"AREG"
"540160"	"9606.ENSP00000320092"	"9606.ENSP00000410294"	650	"SH3GL3"	"FGFR2"
"540164"	"9606.ENSP00000320092"	"9606.ENSP00000366746"	499	"STAM"	"SH3GL3"
"540166"	"9606.ENSP00000320092"	"9606.ENSP00000495631"	499	"SH3GL3"	"ARHGEF7"
"540167"	"9606.ENSP00000320092"	"9606.ENSP00000481675"	499	"SPRY1"	"SH3GL3"
"540168"	"9606.ENSP00000320092"	"9606.ENSP00000409667"	801	"SYNJ1"	"SH3GL3"
"540173"	"9606.ENSP00000320092"	"9606.ENSP00000388107"	499	"UBA52"	"SH3GL3"
"540174"	"9606.ENSP00000320092"	"9606.ENSP00000411898"	499	"SH3GL3"	"EPGN"
"540176"	"9606.ENSP00000320092"	"9606.ENSP00000376345"	499	"SH3GL3"	"GRB2"
"540180"	"9606.ENSP00000320092"	"9606.ENSP00000347184"	928	"SH3GL3"	"HTT"
"540182"	"9606.ENSP00000320092"	"9606.ENSP00000374424"	693	"SH3GL3"	"ARHGAP8"
"540183"	"9606.ENSP00000320092"	"9606.ENSP00000441543"	499	"UBC"	"SH3GL3"
"540184"	"9606.ENSP00000320092"	"9606.ENSP00000351926"	499	"SH3GL3"	"AP2A1"
"540186"	"9606.ENSP00000320092"	"9606.ENSP00000379092"	499	"SH3GL3"	"BTC"
"540188"	"9606.ENSP00000320092"	"9606.ENSP00000347792"	618	"SYNJ2"	"SH3GL3"
"540191"	"9606.ENSP00000320092"	"9606.ENSP00000349824"	499	"SH3GL3"	"REPS2"
"540193"	"9606.ENSP00000320092"	"9606.ENSP00000483185"	499	"SH3GL3"	"AP2B1"
"540197"	"9606.ENSP00000320092"	"9606.ENSP00000497069"	650	"SH3GL3"	"IGF1R"
"540198"	"9606.ENSP00000320092"	"9606.ENSP00000404131"	499	"TGFA"	"SH3GL3"
"540199"	"9606.ENSP00000320092"	"9606.ENSP00000320543"	499	"SH3GL3"	"EPN2"
"540200"	"9606.ENSP00000320092"	"9606.ENSP00000479606"	499	"SH3GL3"	"CLTC"
"540206"	"9606.ENSP00000320092"	"9606.ENSP00000497733"	499	"SH3GL3"	"CDC42"
"540208"	"9606.ENSP00000320092"	"9606.ENSP00000380921"	650	"SH3KBP1"	"SH3GL3"
"540232"	"9606.ENSP00000320117"	"9606.ENSP00000347184"	521	"TRIP10"	"HTT"
"540235"	"9606.ENSP00000320117"	"9606.ENSP00000348602"	443	"TRIP10"	"AMPH"
"540236"	"9606.ENSP00000320117"	"9606.ENSP00000329419"	420	"TRIP10"	"COPB2"
"540237"	"9606.ENSP00000320117"	"9606.ENSP00000368994"	463	"TRIP10"	"ARHGAP44"
"540248"	"9606.ENSP00000320117"	"9606.ENSP00000497733"	986	"TRIP10"	"CDC42"
"540256"	"9606.ENSP00000320117"	"9606.ENSP00000413625"	493	"TRIP10"	"FNBP1"
"540266"	"9606.ENSP00000320117"	"9606.ENSP00000365891"	991	"WAS"	"TRIP10"
"540278"	"9606.ENSP00000320117"	"9606.ENSP00000376367"	616	"WASF1"	"TRIP10"
"540280"	"9606.ENSP00000320117"	"9606.ENSP00000348573"	570	"TRIP10"	"AKAP9"
"540285"	"9606.ENSP00000320117"	"9606.ENSP00000345808"	599	"TRIP10"	"ARHGAP12"
"540297"	"9606.ENSP00000320117"	"9606.ENSP00000357048"	440	"TRIP10"	"COPA"
"540301"	"9606.ENSP00000320117"	"9606.ENSP00000345502"	451	"TRIP10"	"PDE4D"
"540304"	"9606.ENSP00000320117"	"9606.ENSP00000377665"	613	"TRIP10"	"GAPVD1"
"540306"	"9606.ENSP00000320117"	"9606.ENSP00000325978"	514	"TRIP10"	"LRRC31"
"540307"	"9606.ENSP00000320117"	"9606.ENSP00000373905"	515	"TRIP10"	"DNM2"
"540318"	"9606.ENSP00000320117"	"9606.ENSP00000427562"	420	"TRIP10"	"ABL2"
"540321"	"9606.ENSP00000320130"	"9606.ENSP00000380308"	965	"DYNC1I2"	"DYNC1I1"
"540322"	"9606.ENSP00000320130"	"9606.ENSP00000369784"	682	"TUBAL3"	"DYNC1I1"
"540324"	"9606.ENSP00000320130"	"9606.ENSP00000355632"	499	"GALNT2"	"DYNC1I1"
"540327"	"9606.ENSP00000320130"	"9606.ENSP00000384290"	720	"WDR60"	"DYNC1I1"
"540328"	"9606.ENSP00000320130"	"9606.ENSP00000354791"	882	"DYNC1I1"	"DCTN1"
"540330"	"9606.ENSP00000320130"	"9606.ENSP00000479762"	800	"RAB7B"	"DYNC1I1"
"540334"	"9606.ENSP00000320130"	"9606.ENSP00000455791"	813	"DYNLRB2"	"DYNC1I1"
"540335"	"9606.ENSP00000320130"	"9606.ENSP00000320295"	761	"TUBB3"	"DYNC1I1"
"540343"	"9606.ENSP00000320130"	"9606.ENSP00000341289"	677	"TUBB4B"	"DYNC1I1"
"540344"	"9606.ENSP00000320130"	"9606.ENSP00000376297"	983	"DYNLL1"	"DYNC1I1"
"540346"	"9606.ENSP00000320130"	"9606.ENSP00000401010"	499	"DYNC1I1"	"CAPZB"
"540348"	"9606.ENSP00000320130"	"9606.ENSP00000408910"	861	"DYNC1I1"	"DCTN2"
"540350"	"9606.ENSP00000320130"	"9606.ENSP00000474032"	900	"DYNC2LI1"	"DYNC1I1"
"540358"	"9606.ENSP00000320130"	"9606.ENSP00000441543"	499	"UBC"	"DYNC1I1"
"540359"	"9606.ENSP00000320130"	"9606.ENSP00000323580"	499	"IFT88"	"DYNC1I1"
"540367"	"9606.ENSP00000320130"	"9606.ENSP00000365804"	499	"HDAC6"	"DYNC1I1"
"540371"	"9606.ENSP00000320130"	"9606.ENSP00000326042"	682	"TUBA3D"	"DYNC1I1"
"540373"	"9606.ENSP00000320130"	"9606.ENSP00000352572"	499	"PCNT"	"DYNC1I1"
"540386"	"9606.ENSP00000320130"	"9606.ENSP00000443475"	682	"TUBA1C"	"DYNC1I1"
"540390"	"9606.ENSP00000320130"	"9606.ENSP00000477310"	962	"DYNLL2"	"DYNC1I1"
"540391"	"9606.ENSP00000320130"	"9606.ENSP00000326238"	499	"DYNC1I1"	"CAPZA3"
"540395"	"9606.ENSP00000320130"	"9606.ENSP00000348965"	995	"DYNC1I1"	"DYNC1H1"
"540396"	"9606.ENSP00000320130"	"9606.ENSP00000369703"	747	"TUBB2A"	"DYNC1I1"
"540397"	"9606.ENSP00000320130"	"9606.ENSP00000333326"	682	"TUBA8"	"DYNC1I1"
"540398"	"9606.ENSP00000320130"	"9606.ENSP00000361800"	875	"WDR34"	"DYNC1I1"
"540399"	"9606.ENSP00000320130"	"9606.ENSP00000349679"	935	"DYNLRB1"	"DYNC1I1"
"540400"	"9606.ENSP00000320130"	"9606.ENSP00000354947"	499	"DYNC1I1"	"CAPZA2"
"540403"	"9606.ENSP00000320130"	"9606.ENSP00000358921"	585	"DYNC1I1"	"ACTR1A"
"540404"	"9606.ENSP00000320130"	"9606.ENSP00000367841"	934	"DYNLT3"	"DYNC1I1"
"540412"	"9606.ENSP00000320130"	"9606.ENSP00000498700"	684	"DYNC1I1"	"BICD1"
"540413"	"9606.ENSP00000320130"	"9606.ENSP00000380378"	716	"PAFAH1B1"	"DYNC1I1"
"540414"	"9606.ENSP00000320130"	"9606.ENSP00000340278"	499	"PARK7"	"DYNC1I1"
"540416"	"9606.ENSP00000320130"	"9606.ENSP00000324323"	730	"TCTEX1D2"	"DYNC1I1"
"540419"	"9606.ENSP00000320130"	"9606.ENSP00000360922"	457	"STAU1"	"DYNC1I1"
"540421"	"9606.ENSP00000320130"	"9606.ENSP00000456206"	677	"TUBB8"	"DYNC1I1"
"540424"	"9606.ENSP00000320130"	"9606.ENSP00000478771"	499	"UBB"	"DYNC1I1"
"540430"	"9606.ENSP00000320130"	"9606.ENSP00000347626"	720	"NUDCD3"	"DYNC1I1"
"540431"	"9606.ENSP00000320130"	"9606.ENSP00000355736"	557	"TCTE3"	"DYNC1I1"
"540432"	"9606.ENSP00000320130"	"9606.ENSP00000414906"	564	"DYNC1I1"	"DCTN4"
"540440"	"9606.ENSP00000320130"	"9606.ENSP00000341803"	557	"TCTEX1D4"	"DYNC1I1"
"540442"	"9606.ENSP00000320130"	"9606.ENSP00000497174"	920	"DYNC2H1"	"DYNC1I1"
"540444"	"9606.ENSP00000320130"	"9606.ENSP00000356056"	939	"DYNLT1"	"DYNC1I1"
"540449"	"9606.ENSP00000320130"	"9606.ENSP00000377769"	499	"DYNC1I1"	"ARL13B"
"540450"	"9606.ENSP00000320130"	"9606.ENSP00000336799"	682	"TUBA1B"	"DYNC1I1"
"540454"	"9606.ENSP00000320130"	"9606.ENSP00000349351"	861	"DYNC1I1"	"BICD2"
"540455"	"9606.ENSP00000320130"	"9606.ENSP00000388107"	499	"UBA52"	"DYNC1I1"
"540460"	"9606.ENSP00000320130"	"9606.ENSP00000339001"	677	"TUBB"	"DYNC1I1"
"540461"	"9606.ENSP00000320130"	"9606.ENSP00000333982"	457	"NDEL1"	"DYNC1I1"
"540462"	"9606.ENSP00000320130"	"9606.ENSP00000356448"	720	"TPR"	"DYNC1I1"
"540463"	"9606.ENSP00000320130"	"9606.ENSP00000439020"	682	"TUBA1A"	"DYNC1I1"
"540467"	"9606.ENSP00000320147"	"9606.ENSP00000355656"	503	"H2AW"	"EZH2"
"540473"	"9606.ENSP00000320147"	"9606.ENSP00000377060"	521	"EZH2"	"CBX1"
"540476"	"9606.ENSP00000320147"	"9606.ENSP00000388510"	499	"RARG"	"EZH2"
"540478"	"9606.ENSP00000320147"	"9606.ENSP00000331879"	412	"PRMT3"	"EZH2"
"540479"	"9606.ENSP00000320147"	"9606.ENSP00000404658"	999	"EZH2"	"EZH1"
"540480"	"9606.ENSP00000320147"	"9606.ENSP00000495360"	934	"EZH2"	"CTNNB1"
"540481"	"9606.ENSP00000320147"	"9606.ENSP00000364839"	992	"EZH2"	"ASXL1"
"540486"	"9606.ENSP00000320147"	"9606.ENSP00000367034"	802	"H4C3"	"EZH2"
"540489"	"9606.ENSP00000320147"	"9606.ENSP00000366974"	802	"H4C2"	"EZH2"
"540490"	"9606.ENSP00000320147"	"9606.ENSP00000341208"	834	"STAT5A"	"EZH2"
"540491"	"9606.ENSP00000320147"	"9606.ENSP00000383920"	658	"EZH2"	"ASXL2"
"540492"	"9606.ENSP00000320147"	"9606.ENSP00000362674"	661	"HDAC8"	"EZH2"
"540494"	"9606.ENSP00000320147"	"9606.ENSP00000359206"	457	"EZH2"	"BTRC"
"540501"	"9606.ENSP00000320147"	"9606.ENSP00000479461"	802	"H4C4"	"EZH2"
"540503"	"9606.ENSP00000320147"	"9606.ENSP00000482538"	801	"H2AC16"	"EZH2"
"540504"	"9606.ENSP00000320147"	"9606.ENSP00000483903"	502	"H2BC15"	"EZH2"
"540506"	"9606.ENSP00000320147"	"9606.ENSP00000366271"	585	"KDM2B"	"EZH2"
"540507"	"9606.ENSP00000320147"	"9606.ENSP00000328484"	503	"H2AC14"	"EZH2"
"540508"	"9606.ENSP00000320147"	"9606.ENSP00000477907"	502	"H2BC14"	"EZH2"
"540513"	"9606.ENSP00000320147"	"9606.ENSP00000355001"	801	"POU3F3"	"EZH2"
"540516"	"9606.ENSP00000320147"	"9606.ENSP00000385479"	913	"H3C15"	"EZH2"
"540517"	"9606.ENSP00000320147"	"9606.ENSP00000328547"	995	"EZH2"	"DNMT3B"
"540518"	"9606.ENSP00000320147"	"9606.ENSP00000418960"	761	"EZH2"	"BRCA1"
"540519"	"9606.ENSP00000320147"	"9606.ENSP00000481622"	502	"H2BS1"	"EZH2"
"540521"	"9606.ENSP00000320147"	"9606.ENSP00000360266"	510	"JUN"	"EZH2"
"540522"	"9606.ENSP00000320147"	"9606.ENSP00000367022"	896	"H2AC6"	"EZH2"
